TF	target
HDAC2	AC002310.17
HDAC2	TBC1D10B
HDAC2	SKA3
HDAC2	NUBPL
HDAC2	TAPT1-AS1
HDAC2	CWC25
HDAC2	ADCY10
HDAC2	ECH1
HDAC2	CPSF6
HDAC2	TYW1B
HDAC2	PCNXL2
HDAC2	RP11-54F2.8
HDAC2	EMC2
HDAC2	SNRPB2
HDAC2	TMA7
HDAC2	FASTK
HDAC2	AC010883.5
HDAC2	UHRF2
HDAC2	EFHD1
HDAC2	MYOZ3
HDAC2	RNA5SP155
HDAC2	IFT88
HDAC2	COPS3
HDAC2	RP11-428G5.7
HDAC2	CCDC132
HDAC2	KCNK6
HDAC2	RGS22
HDAC2	MED26
HDAC2	C9orf117
HDAC2	RP11-37B2.1
HDAC2	AC004112.4
HDAC2	NUP37
HDAC2	CHAD
HDAC2	PPFIA3
HDAC2	CSNK2A1
HDAC2	SNORA7
HDAC2	RPL7P60
HDAC2	ASPM
HDAC2	ITGA7
HDAC2	RP11-458F8.1
HDAC2	POLR3GL
HDAC2	ATP1A4
HDAC2	RPL41P5
HDAC2	MROH3P
HDAC2	BROX
HDAC2	RAD50
HDAC2	ESPL1
HDAC2	RP11-1070A24.1
HDAC2	PHLDB2
HDAC2	PRAP1
HDAC2	AP006621.5
HDAC2	NUFIP2
HDAC2	MESDC1
HDAC2	AC139103.1
HDAC2	RP3-449O17.1
HDAC2	FGD3
HDAC2	DOPEY1
HDAC2	TCEANC2
HDAC2	AC092839.4
HDAC2	PTPN11
HDAC2	TOLLIP
HDAC2	PTPN6
HDAC2	RP11-94C24.11
HDAC2	RSPH14
HDAC2	RNU7-170P
HDAC2	RP1-212P9.3
HDAC2	LINC01125
HDAC2	SERTAD2
HDAC2	POLR2C
HDAC2	PLD1
HDAC2	AP3M2
HDAC2	RP5-832C2.5
HDAC2	IDH3A
HDAC2	TBC1D1
HDAC2	LGALSL
HDAC2	MIR6779
HDAC2	SCYL3
HDAC2	SYF2
HDAC2	SMAD5-AS1_2
HDAC2	MAPRE3
HDAC2	RP11-7M10.2
HDAC2	LINC01154
HDAC2	C4orf22
HDAC2	DERL1
HDAC2	FAM227A
HDAC2	SPIDR
HDAC2	CLN3
HDAC2	COG3
HDAC2	CALM1
HDAC2	C1QTNF5
HDAC2	ATP6V0E2-AS1
HDAC2	ARMC2
HDAC2	RP3-402G11.25
HDAC2	SCAF11
HDAC2	RN7SL470P
HDAC2	DACH1
HDAC2	GPR137
HDAC3	RN7SL251P
HDAC6	SMG9
HDAC8	BCRP8
HES1	SLC20A1
HES4	MTMR4
HEY1	KDM4B
HEY1	RNU12
HEY1	SNRNP200
HEY1	RRP7A
HEY1	MIR3944
HEY1	TRIM65
HEY1	HCFC1
HIF1A	SNORD43
HIF1A	MMACHC
HIF1A	MTFP1
HIF1A	KMT2A
HINFP	RAB43
HINFP	KIAA2013
HINFP	CBX4
HINFP	RP11-54O7.14
HINFP	ZBTB42
HINFP	DENND1A
HINFP	RP11-20I23.2
HIRA	SLC39A1
HIVEP1	TYSND1
HMGN1	GCSH
HMGN3	FSCN1
HNF1B	CRYM
HNF1B	CALD1
HNF1B	CDC42EP4
HNF4A	MIR6808
HNF4A	CAMK2G
HNF4A	GTF3C2
HNF4A	MRTO4
HNF4A	AC093627.9
HNF4A	RP11-452L6.1
HNF4A	C1R
HNF4A	SERTAD2
HNF4A	ARHGDIA
HNF4A	MIR941-3
HNF4A	RN7SL481P
HNF4A	HIST1H4G
HNF4A	NPB
HNF4A	LINC00638
HNF4A	SCP2
HNF4G	NAA15
HNF4G	MIR135A1
HNF4G	PRUNE
HNF4G	LINC00574
HNF4G	ZNF319
HNF4G	GPATCH8
HNF4G	CXCL17
HNF4G	TNS3
HNF4G	RP11-197N18.2
HNF4G	TBC1D16
HNF4G	IRF2BP2
HNF4G	RHOQP1
HNF4G	SPATS2L
HNF4G	RP11-347C12.12
HNF4G	RCAN1
HNF4G	RP11-155D18.12
HNRNPL	RNU12
HOXA1	BCKDHA
HOXA1	ZC3H3
HOXA1	ACAD10
HOXA1	NABP2
HOXA1	PRPSAP1
HOXA1	C1QBP
HOXA1	ZNF212
HOXA1	SLC11A1
HOXA1	C17orf59
HOXA13	TPRN
HOXA4	AFMID
HOXA4	U47924.30
HOXA5	MED15
HOXA6	SNORA76C
HOXA6	EAPP
HOXA6	SFI1
HOXA6	PPARD
HOXA6	SH2D3A
HOXA6	ZNF44
HOXA6	APOC1P1
HOXA6	AP001628.6
HOXA6	SNHG9
HOXA7	IL6
HOXA9	DNAJC19
HOXB13	FAM135A
HOXB13	SLC30A10
HOXB13	ASS1P7
HOXB13	AC007216.1
HOXB13	TYW1
HOXB4	SYNGAP1
HOXB7	MT-TT
HOXC11	CTB-36O1.3
HOXC6	DNAJC17
HOXC8	RP11-2I17.4
HSF1	AP000253.1
HSF2	RUSC1-AS1
ICE1	LEMD2
ICE2	HILS1
ID3	HMGCS1
IKZF1	MNT
IRF1	GNL1
IRF1	AC012487.2
IRF1	RP11-667K14.13
IRF1	WNK4
IRF1	CDC14A
IRF1	PSMD11
IRF1	GGTA2P
IRF1	RP11-57G10.8
IRF1	KIFC1
IRF1	CTD-3099C6.11
IRF1	LRRC29
IRF1	PDCD11
IRF1	ILDR1
IRF1	RP11-799D4.4
IRF1	C11orf84
IRF1	RP11-536G4.2
IRF1	COPE
IRF1	NCK1
IRF1	RP11-316J7.4
IRF1	TMEM116
IRF1	AP001619.1
IRF1	SNORD110
IRF1	AP4M1
IRF1	SERBP1
IRF1	SLCO4A1-AS1
IRF1	MED27
IRF1	ZNF140
IRF1	LEO1
IRF1	C17orf100
IRF1	ANKS1A
IRF1	BCL7B
IRF1	RP11-5L12.1
IRF1	HDAC4
IRF1	GMPR2
IRF1	FAM122B
IRF1	MVB12B
IRF1	PYCR2
IRF1	DNAJB9
IRF1	KLHL21
IRF1	OGFOD3
IRF1	ADRBK1
IRF1	LRRC48
IRF1	TEX40
IRF1	RBM41
IRF1	JUN
IRF1	SNORA78
IRF1	MIR146B
IRF1	RP11-856B14.10
IRF1	GAS5
IRF1	DDX6
IRF1	RPS23P10
IRF1	ZNF282
IRF1	HMGN1P17
IRF1	CCDC116
IRF1	RP11-452K12.4
IRF1	HSPBAP1
IRF1	ELMOD2
IRF1	RASA1
IRF1	STAC2
IRF1	RPL21
IRF1	EXOC3L4
IRF1	MIEN1
IRF1	THEM4
IRF1	RP11-881M11.4
IRF1	RP11-306I1.2
IRF1	MAP3K7
IRF1	FUBP1
IRF1	C15orf39
IRF1	MIS18BP1
IRF1	C19orf38
IRF1	NIPSNAP1
IRF1	FOXN3
IRF1	ARPC4-TTLL3
IRF1	CCDC94
IRF1	VGLL4
IRF1	CFLAR-AS1
IRF1	AGER
IRF1	COQ5
IRF1	RP11-146F11.2
IRF1	RHBDD2
IRF1	PRRC2C
IRF1	WDR44
IRF1	FOS
IRF1	RP11-216N14.9
IRF1	TBX10
IRF1	RP11-123C21.3
IRF1	RP11-278J6.4
IRF1	AMZ2
IRF1	DLG3-AS1
IRF1	FYB
IRF1	STAG3L5P-PVRIG2P-PILRB
IRF1	RNF4
IRF1	MIR3671
IRF1	ZNF280C
IRF1	RP11-184A2.2
IRF2	TRANK1
IRF2	SNORD12B
IRF2	RBCK1
IRF3	MPHOSPH9
IRF3	ABHD8
IRF4	CTD-2231E14.2
IRF4	IGF1R
IRF4	AVIL
IRF4	LYPLAL1
IRF4	DRAP1
IRF4	TINF2
IRF4	RBM39
IRF4	TTC39C
IRF4	ARHGAP31-AS1
IRF4	ALDH16A1
IRF4	RP4-622L5.7
IRF4	TRIM26
IRF4	GNN
IRF4	PVRL4
IRF4	SLC7A5P2
IRF4	TRIP10
IRF4	LLNLR-470E3.1
IRF4	IL16
IRF4	DNMT1
IRF4	RUNX1
IRF4	RPL22
IRF4	FAM20B
IRF4	MIR3159
IRF4	CTD-2619J13.27
IRF4	AC008592.8
IRF5	VAMP8
ISL1	ZNF106
JAZF1	MIR200C
JMJD6	RASGEF1C
JMJD6	SLC43A2
JMJD6	CIART
JMJD6	AC005592.3
JMJD6	RP1-161P9.5
JMJD6	RP11-112L6.3
JMJD6	RRS1-AS1
JMJD6	LRRC45
JMJD6	MIR4257
JMJD6	KY
JMJD6	MESP2
JMJD6	RASGRP2
JMJD6	NOXA1
JUN	PAM
JUN	ATP6V0A2
JUN	USP6NL
JUN	RNU6-302P
JUN	AKR1B1
JUN	SREBF1
JUN	HSPB7
JUN	STON2
JUN	MICA
JUN	ODF3B
JUN	FXYD6
JUN	RP5-1033K19.2
JUN	RLTPR
JUN	PPARGC1B
JUN	RP11-613C6.4
JUN	SNX14
JUN	PKMYT1
JUN	PADI1
JUN	ACTR3
JUN	TRBV12-2
JUN	AC046143.6
JUN	PPAP2C
JUN	SOWAHA
JUN	HMGB3P2
JUN	NDUFAF6
JUN	HIST1H1C
JUN	ZNF318
JUN	COPZ2
JUN	AC007879.4
JUN	WDR4
JUN	SMAP2
JUN	TRBV12-5
JUN	RN7SL788P
JUN	HCCAT5
JUN	SPATA2L
JUN	ENPEP
JUN	TRIP4
JUN	HMBOX1
JUN	PTPRH
JUN	RP4-622L5.2
JUN	CDC42P1
JUN	NPAS4
JUN	RP11-290D2.6
JUN	ADPGK-AS1
JUN	CTD-2530N21.5
JUN	L3HYPDH
JUN	TOM1L2
JUN	RP11-272P10.2
JUN	RP11-83B20.10
JUN	EXOC6B
JUN	OPN1SW
JUN	CCL7
JUN	CTB-52I2.7
JUN	NIN
JUN	OR51B4
JUN	KDM3A
JUN	RP11-4B16.3
JUN	LARP1
JUN	TOPBP1
JUN	CDH13
JUN	TAC4
JUN	GTPBP10
JUN	KRT19
JUN	RP11-91K8.2
JUN	PAPSS2
JUN	WDR66
JUN	FASLG
JUN	POR
JUN	JAM2
JUN	FAM76B
JUN	BCL2L1
JUN	RP11-185E8.2
JUN	RAD1P1
JUN	MED23
JUN	LINC00315
JUN	CHD6
JUN	NPW
JUN	SEPT7-AS1
JUN	AC007191.4
JUN	TEX43
JUN	PP2672
JUN	LINC00265
JUN	RP11-227G15.6
JUN	RP11-150D20.5
JUN	UBQLN1
JUN	RP11-119D18.1
JUN	CPD
JUN	XXbac-BPG154L12.4
JUN	SMARCAL1
JUN	RP11-154H23.3
JUN	TTC1
JUN	MIF-AS1
JUN	CEBPZ
JUN	BLCAP
JUN	RUNDC3A
JUN	CTC-453G23.8
JUN	RP5-1099D15.1
JUN	TAF11
JUN	AC005776.1
JUN	FAM219A
JUN	LPHN2
JUN	RP11-391L3.5
JUN	EXO1
JUN	RP11-375N9.2
JUN	ZC3H12D
JUN	RP11-175P13.2
JUN	GALNT6
JUN	ZFP36
JUN	CTTNBP2NL
JUN	PAWR
JUN	VGF
JUN	RP11-848P1.7
JUNB	TTC19
JUNB	CDK5RAP2
JUNB	CD22
JUNB	PDP1
JUNB	SLC35B2
JUNB	CTNNAL1
JUNB	MESP2
JUNB	RN7SL466P
JUNB	CHST3
JUNB	ZNF385A
JUNB	LINC01011
JUNB	HSPD1
JUNB	CLDN14
JUNB	CXCL16
JUNB	RP5-1071N3.1
JUNB	NRM
JUNB	LUCAT1
JUNB	CTC-329D1.3
JUNB	RSL24D1P11
JUNB	FAM114A1
JUND	GIT1
JUND	RP11-452K12.3
JUND	RP11-280G9.1
JUND	MRPL1
JUND	KAZALD1
JUND	MEF2D
JUND	RP11-213H15.1
JUND	RP11-452K12.7
JUND	SLC2A3
JUND	SNORD50B
JUND	STIP1
JUND	TRMT13
JUND	RN7SL619P
JUND	SUPT7L
JUND	MIR5696
JUND	IQCJ-SCHIP1
JUND	TNS3
JUND	GIPC2
JUND	RP11-349G13.2
JUND	PTPLB
JUND	RPL13
JUND	CD63
JUND	UCN
JUND	RNU6-403P
JUND	TRA2B
JUND	IL11
JUND	VPS72
JUND	TSGA10IP
JUND	PARD6B
JUND	SYTL2
JUND	U73166.2
JUND	TMEM156
JUND	HIST1H4L
JUND	PPDPF
JUND	CTD-3214K23.1
JUND	COQ5
JUND	ITGA6
JUND	CTD-2129N1.1
JUND	AC079080.1
JUND	MIR7-2
JUND	GMCL1
JUND	CACTIN-AS1
JUND	IFRD1
JUND	ANGPTL6
JUND	ZNF276
JUND	AK6
JUND	SLC12A5
JUND	MIR6855
JUND	TLX2
JUND	CCNH
JUND	GNMT
JUND	RPS5
JUND	UBE2S
JUND	ZBTB7B
JUND	RP11-347I19.8
KAT2A	RNU1-85P
KAT2B	RP11-844G16.3
KAT5	PPAN
KAT5	FBXL19-AS1
KAT5	RP5-1142A6.7
KAT5	ENDOG
KAT5	CLEC16A
KAT5	PPP6C
KAT5	SEC14L2
KAT5	B4GALNT3
KAT5	LLNLR-284B4.2
KAT5	RPS16
KAT5	GLTSCR2
KAT5	GNB3
KAT5	CTD-2012K14.6
KAT5	RRP1B
KAT5	STAT5A
KAT8	MIR3175
KDM1A	ZGLP1
KDM1A	PPIL2
KDM1A	TRIP10
KDM1A	HIST1H2BC
KDM1A	ZNF611
KDM1A	RAET1E-AS1
KDM1A	EEA1
KDM1A	LINC01136
KDM1A	HIST1H2AC
KDM4A	EFHD2
KDM4A	ZBTB45
KDM4A	RP11-540O11.1
KDM4A	COMTD1
KDM4A	EML2
KDM4A	SPAG6
KDM4A	SRRT
KDM4A	RN7SL543P
KDM4A	RP11-661A12.5
KDM4A	CXXC5
KDM4A	RP11-483H20.4
KDM4A	PROB1
KDM4A	ADHFE1
KDM4A	NEAT1
KDM4A	NUBP2
KDM4A	TBX4
KDM4A	ADIRF-AS1
KDM4A	GRID2IP
KDM4A	CTC-308K20.1
KDM4A	RP11-1191J2.5
KDM4A	WRAP53
KDM4A	GSX2
KDM4C	NT5C3B
KDM4C	SUGP2
KDM4C	RPL23P2
KDM4C	GDPD5
KDM4C	RPL7P44
KDM4C	RP5-1039K5.18
KDM4C	MVD
KDM4C	CES4A
KDM4C	GS1-124K5.8
KDM4C	NMB
KDM4C	AC084117.3
KDM4C	FAM83D
KDM4C	AHRR
KDM4C	RP11-24M17.4
KDM4C	MIR200A
KDM4C	OSMR
KDM4C	RP11-982M15.7
KDM4C	GLRX5
KDM4C	TAS1R3
KDM4C	CTB-180A7.8
KDM4C	SRRM3
KDM4C	RP5-1024G6.7
KDM4C	CTB-147N14.4
KDM4C	CCDC137
KDM4C	TRADD
KDM4C	MIR7107
KDM4C	FLJ40194
KDM4C	AC068014.2
KDM4C	EME1
KDM4C	RN7SL657P
KDM4C	PXMP2
KDM4C	TEN1-CDK3
KDM4C	CLASRP
KDM4C	RP11-219B4.6
KDM4C	COX4I2
KDM4C	MIR3618
KDM4C	RNF14
KDM4C	NPR2
KDM4C	RP5-1021I20.4
KDM4C	KDM8
KDM4C	RPL13
KDM4C	RN7SL34P
KDM4C	DLGAP4
KDM4C	RP3-395M20.3
KDM4C	RP11-465N4.5
KDM4C	RP1-7G5.6
KDM4C	ATP6V0B
KDM4C	BLOC1S3
KDM4C	DNAJB12
KDM4C	LRRC41
KDM4C	TUBG1
KDM4C	RP5-1021I20.1
KDM4C	GALNT9
KDM4C	MIR339
KDM4C	RP11-666A8.8
KDM4C	EML4
KDM4C	NLRC3
KDM4C	RP4-533D7.5
KDM4C	MALT1
KDM4C	HAGHL
KDM4C	RP11-135L13.4
KDM4C	TUBB2B
KDM4C	APOBEC3A
KDM4C	VDAC1
KDM4C	RN7SL809P
KDM4C	BRD9
KDM4C	RP5-884C9.2
KDM4C	ARL3
KDM4C	ATG13
KDM4C	CTD-2301A4.1
KDM4C	SURF6
KDM4C	GRASP
KDM4C	UPP2
KDM4C	STX4
KDM5A	CTD-2369P2.10
KDM5B	CTD-2210P24.3
KDM5B	TMEM181
KDM5B	RP11-173M1.7
KDM5B	PPP1R2P1
KDM5B	RP11-532F12.5
KDM5B	CTSZ
KDM5B	MECP2
KDM5B	PMFBP1
KDM5B	FOXRED1
KDM5B	ARID4A
KDM5B	TSTA3
KDM5B	MIR4492
KDM5B	CLN8
KDM5B	C16orf13
KDM5B	MAF1
KDM5B	TENC1
KDM5B	JSRP1
KDM5B	RP11-342M3.5
KDM5B	KCNIP2
KDM5B	THEMIS2
KDM5B	HSPA8P14
KDM5B	CANT1
KDM5B	THEM4
KDM5B	TJP3
KDM5B	PMPCA
KDM5B	HIST2H2AB
KDM5B	RP5-908M14.5
KDM5B	RNU6-850P
KDM5B	APMAP
KDM5B	FAM102A
KDM5B	AC002310.13
KDM5B	PTGR2
KDM5B	MVK
KDM5B	RP11-507E23.1
KDM5B	RTP5
KDM5B	FOXK2
KDM5B	ZNRD1-AS1_2
KDM5B	ZNF852
KDM5B	AC008592.5
KDM5B	GALE
KDM5B	GSE1
KDM5B	BCL2L1
KDM5B	RP11-305M3.2
KDM5B	AC004840.9
KDM5B	RP11-443P15.2
KDM5B	AC019046.1
KDM5B	KCNH2
KDM5B	RP11-66N24.7
KDM5B	AC013472.4
KDM5B	ZNF490
KDM5B	RPS10
KDM5B	PKD2L1
KDM5B	UBA7
KDM5B	AL354855.1
KDM5B	RCN3
KDM5B	RP11-69M1.1
KDM5B	AC087793.1
KDM5B	AC145123.2
KDM5B	LY6G6C
KDM5B	RP11-489N22.3
KDM5B	MIR6820
KDM5B	APEH
KDM5B	DNPEP
KDM5B	NPM1P40
KDM5B	RP11-867G23.9
KDM5B	SUPT5H
KDM5B	FAM195A
KDM5B	MIDN
KDM5B	WTIP
KDM5B	UBA52
KDM5B	C15orf48
KDM5B	CREBBP
KDM5B	GRID1
KDM5B	SLC51B
KDM5B	EXTL1
KDM5B	UBE2J2
KDM5B	MIR3175
KDM5B	RP11-493E3.1
KDM5B	FLOT1
KDM5B	RNU5A-8P
KDM5B	IFT81
KDM5B	RP11-734K2.3
KDM5B	RP11-703I16.3
KDM5B	FKSG51
KDM5B	ILKAP
KDM5C	EZR
KLF1	PAIP2
KLF1	AP001885.1
KLF1	RP11-141B14.1
KLF1	USB1
KLF1	AL161784.1
KLF1	GTPBP4
KLF1	SDCCAG8
KLF1	SECISBP2L
KLF1	RP11-145E5.5
KLF1	SPTSSA
KLF1	HCG27
KLF1	RP11-94C24.13
KLF1	STAG2
KLF1	GPATCH8
KLF1	NOP2
KLF1	AC046143.3
KLF1	ZDHHC6
KLF1	RPL7A
KLF1	ATF7
KLF1	ITGB3BP
KLF1	RNF123
KLF1	CTC-360G5.6
KLF1	CTD-2545G14.6
KLF1	PARK2
KLF1	ABHD8
KLF1	ZNF692
KLF1	SP4
KLF1	CELF2
KLF1	RP5-1057I20.6
KLF1	LRRC73
KLF1	GCC1
KLF1	CLTB
KLF1	TYK2
KLF1	IFI30
KLF1	RP4-591C20.9
KLF1	DNAJA3
KLF1	RPL12
KLF1	ATAT1
KLF1	PROSC
KLF1	RP11-755F10.3
KLF1	RP11-180M15.7
KLF1	SBK3
KLF1	INHBC
KLF1	OAT
KLF1	TPM1
KLF1	RP11-254F7.3
KLF1	RP11-266L9.1
KLF1	RP11-20I23.2
KLF1	TP53I3
KLF1	RIT1
KLF1	LENG9
KLF1	PRR18
KLF1	PHGDH
KLF1	RP11-649A18.12
KLF1	NAPA
KLF1	CEP85L
KLF1	SDCCAG3
KLF1	STRN4
KLF1	DSCC1
KLF1	TECPR1
KLF10	USP5
KLF10	KLHL20
KLF10	SENP1
KLF15	IZUMO4
KLF3	ID2
KLF3	RHOT2
KLF3	RP11-203J24.8
KLF3	RP11-473M20.5
KLF3	UBE2R2
KLF3	CALM2
KLF4	MRPS27
KLF4	CTD-2012J19.2
KLF4	CTD-3010D24.3
KLF4	CLN3
KLF4	SPAG1
KLF4	RP11-47I22.1
KLF4	RP11-286O18.1
KLF4	MRPL21
KLF4	IDUA
KLF4	CTC-369M3.1
KLF4	IMMT
KLF4	RILPL2
KLF4	NEIL3
KLF4	MIR3128
KLF4	RNU6-903P
KLF4	GCA
KLF4	RN7SKP292
KLF4	RN7SL2
KLF4	SMAD1
KLF4	CABYR
KLF4	ZC3H4
KLF4	RP11-79P5.10
KLF4	MIR3912
KLF4	RSAD1
KLF4	RP11-400F19.12
KLF4	AKR1A1
KLF4	RNF217
KLF4	RP11-323F24.3
KLF4	TBCB
KLF4	SH2D2A
KLF4	RNU6-48P
KLF4	RPS20P32
KLF4	SIAH2
KLF4	RP11-80H5.5
KLF4	CCDC124
KLF4	ZNF786
KLF4	GMPPA
KLF4	MIR4638
KLF4	TK1
KLF4	MPRIP
KLF4	FAM110A
KLF4	MFAP1
KLF4	MIR6879
KLF4	RP11-387D10.2
KLF4	PTK6
KLF4	PEX12
KLF4	UVSSA
KLF4	TOMM40L
KLF4	RASA4CP
KLF4	DLEU1
KLF4	SLC11A2
KLF4	ENDOU
KLF4	PRICKLE3
KLF4	ZNF721
KLF4	PUS7
KLF4	CLCC1
KLF4	ARL10
KLF4	ZSWIM3
KLF4	RP3-473L9.4
KLF4	ANKS3
KLF4	MMAA
KLF4	IL12RB1
KLF4	MGEA5
KLF4	CTR9
KLF4	HIST1H3A
KLF4	C19orf68
KLF4	NDUFB9
KLF4	RP1-37C10.3
KLF4	NMRAL1
KLF4	RASGEF1A
KLF4	CCDC180
KLF4	SPNS2
KLF4	LRRC29
KLF4	SNORD72
KLF4	ID2-AS1
KLF4	DECR1
KLF4	INO80B-WBP1
KLF4	AC005757.6
KLF4	RP11-248G5.9
KLF4	MIR3925
KLF4	HM13-IT1
KLF4	RP11-778D9.4
KLF4	SORBS3
KLF4	NAPRT
KLF4	AMPD2
KLF4	RNF217-AS1
KLF4	RPP21
KLF4	CTB-191K22.6
KLF4	RP11-402G3.6
KLF4	PERP
KLF4	OGFR
KLF4	RP11-603J24.21
KLF4	OSGIN2
KLF4	ZNF37A
KLF4	PARP6
KLF4	ZNF142
KLF4	DNALI1
KLF4	PSMA1
KLF4	MCM2
KLF4	C16orf58
KLF4	CUL5
KLF4	C12orf75
KLF4	PRKAG2
KLF4	ANKHD1-EIF4EBP3
KLF4	CDT1
KLF4	ATG3
KLF4	PPP2R1A
KLF4	TAOK2
KLF4	SHB
KLF4	ANKRD44-IT1
KLF4	UBE2N
KLF4	BET1
KLF4	PEX11G
KLF4	PGRMC1
KLF4	FGR
KLF4	CTD-2521M24.5
KLF4	PVRL2
KLF4	RP11-156K13.1
KLF4	ATP6V1G2-DDX39B
KLF4	RP11-344H11.4
KLF5	PRKCD
KLF5	RREB1
KLF5	RP1-139D8.6
KLF5	DLG4
KLF5	RP11-54A4.2
KLF5	ICT1
KLF5	RP11-549L6.3
KLF5	DNMBP
KLF5	PSMB10
KLF5	GBA2
KLF5	METAP1D
KLF5	PLA2G4F
KLF5	ZYX
KLF5	LINC00887
KLF5	ERICH2
KLF5	RP11-28H5.2
KLF5	TMEM101
KLF5	CTCF
KLF5	AJ011932.1
KLF5	RP11-106D4.2
KLF5	CTD-2540B15.10
KLF5	CH17-302M23.1
KLF5	APH1B
KLF5	DIP2B
KLF5	APBB1
KLF5	DDX41
KLF5	ZFYVE1
KLF5	MYL9
KLF5	FAM120A
KLF5	RP11-839D17.3
KLF5	RP11-77K12.5
KLF5	ANKS1A
KLF5	TMEM249
KLF5	UBE2M
KLF5	RP11-661A12.9
KLF5	C1orf106
KLF5	SPPL2A
KLF5	EGR1
KLF5	GRIN2D
KLF5	TMEM159
KLF5	CEP170
KLF5	CHTF18
KLF5	PRR5-ARHGAP8
KLF5	C15orf38-AP3S2
KLF5	PIGS
KLF5	RN7SL688P
KLF5	HRSP12
KLF5	RP11-700A24.1
KLF5	SLCO5A1
KLF5	ARSK
KLF5	TRAK1
KLF5	PLCD1
KLF5	SLC1A5
KLF5	RP11-779O18.4
KLF5	C18orf65
KLF5	GFER
KLF5	GGTA2P
KLF5	MYLK
KLF5	RP11-249C24.10
KLF5	PRKAR2B
KLF5	EFHD2
KLF5	KRT14
KLF5	ZBTB25
KLF5	RP11-48B3.5
KLF5	HINT2
KLF5	CTD-2012K14.5
KLF5	SAE1
KLF5	RNU6-1337P
KLF5	RP11-24M17.4
KLF5	AC009120.4
KLF5	FAM136A
KLF5	RP11-617D20.2
KLF5	TBC1D5
KLF5	LRRC37A6P
KLF5	ZRANB2
KLF5	OR7E14P
KLF5	PPARA
KLF5	SGOL2
KLF5	SPAG1
KLF5	SYNJ1
KLF5	HK1
KLF5	POP1
KLF5	TRAM1
KLF5	TXLNG
KLF5	PDF
KLF5	RARG
KLF5	HIPK1-AS1
KLF5	PMF1-BGLAP
KLF5	UBA52P6
KLF5	NCAPG2
KLF5	KB-1440D3.14
KLF5	NTRK1
KLF5	RN7SL163P
KLF5	PDZK1IP1
KLF5	LINC00471
KLF5	PLEKHH1
KLF5	CPEB4
KLF5	LA16c-321D4.1
KLF5	GCSH
KLF5	RP11-96C23.15
KLF5	RP11-38M8.1
KLF5	RP11-175P19.2
KLF5	HMCES
KLF5	ACOT7
KLF5	RP13-516M14.4
KLF5	GNB1
KLF5	ANXA5
KLF9	SSBP3
KLF9	RP4-761J14.8
KLF9	RP11-195F19.30
KLF9	PSEN1
KLF9	RP11-156L14.1
KLF9	DLL4
KLF9	NDUFV1
KLF9	RP1-102E24.9
KLF9	GAS6-AS2
KLF9	RPS20
KLF9	AC104532.3
KLF9	RP11-599B13.8
KLF9	RP11-598F7.6
KLF9	RP4-635E18.7
KLF9	MOG
KLF9	ZFR
KLF9	ZCWPW1
KLF9	IRF1
KLF9	CTD-2012K14.5
KLF9	STK35
KLF9	RNF113B
KLF9	RNU7-171P
KLF9	RP13-890H12.2
KLF9	FCHO2
KLF9	CCDC147-AS1
KLF9	PRR19
KLF9	RP13-977J11.9
KLF9	TMEM192
KLF9	EIF4A1
KLF9	ZSCAN2
KLF9	SCCPDH
KLF9	IFNAR1
KLF9	RP11-513I15.6
KLF9	FER1L4
KLF9	GNN
KLF9	PTPDC1
KLF9	RP11-4B16.3
KLF9	RP11-74C1.2
KLF9	GSTP1
KLF9	RP4-738P15.6
KLF9	AC093901.1
KLF9	MIR6872
KLF9	PNPLA2
KLF9	RP11-711M9.2
KLF9	RP11-464F9.20
KLF9	RP11-426L16.3
KLF9	PTK6
KLF9	MGARP
KLF9	TMEM88
KLF9	RP11-1277A3.3
KLF9	RP11-442H21.2
KLF9	INTS8
KLF9	PLA2G16
KLF9	RNF4
KLF9	RP5-1198O20.4
KLF9	BCKDK
KLF9	SLC45A1
KLF9	EDC4
KLF9	ZNF853
KLF9	ZFYVE28
KLF9	IRF2BP1
KLF9	MRPL23-AS1
KLF9	TEN1-CDK3
KLF9	RP1-40E16.12
KLF9	CDK2AP2
KLF9	MRAS
KLF9	ZMYND10
KLF9	C1orf228
KLF9	NRBP2
KLF9	RPL21P23
KLF9	MAPT-AS1
KLF9	GLE1
KLF9	ACP2
KLF9	RP11-273G15.2
KLF9	KIF3A
KLF9	SLC25A32
KLF9	RP11-436M15.1
KLF9	RTN3
KLF9	URB2
KLF9	DPRXP6
KLF9	SNRPD2
KLF9	LHFPL2
KLF9	RP11-6N17.10
KLF9	MIR6885
KLF9	LINC00594
KLF9	SLC11A2
KLF9	RAI1
KLF9	MIIP
KLF9	NFYB
KLF9	LOXL1
KLF9	FCHSD2
KLF9	SH3PXD2B
KLF9	RRP12
KLF9	RP11-61A14.3
KMT2A	ARID5B
KMT2A	RP11-326I11.3
KMT2B	UCKL1
KMT2B	RP11-462L8.1
L3MBTL2	SMG1P3
LEF1	NCBP1
LHX2	RP11-244F12.2
LIN9	TMEM245
LMNB1	PLA2G16
LMNB1	MFGE8
LMNB1	TNS3
LMNB1	RP11-661A12.7
LMNB1	SCN1B
LMNB1	SCAMP1
LMNB1	CTD-2562G15.2
LMNB1	RP11-48B3.5
LMNB1	SLC39A3
LMNB1	RP5-966M1.5
LMNB1	MIR6797
LMNB1	RP3-455J7.3
LMNB1	POLR3E
