TF	target
E2F7	RPS9
E2F7	TNRC6B
E2F7	NQO1
E2F7	TSPAN3
E2F7	CTB-161C1.1
E2F7	CTDSP2
E2F7	SREBF2
E2F7	RP11-1055B8.4
E2F7	HAGHL
E2F7	HSF4
E2F7	YIPF5
E2F7	ADAM15
E2F7	CTA-445C9.14
E2F7	ENC1
E2F7	SETD8
E2F7	RP11-404P21.8
E2F7	P4HTM
E2F7	CTD-2349P21.1
E2F7	MIR4674HG
E2F7	PRCC
E2F7	ETV4
E2F7	ZNF384
E2F7	GRB7
E2F7	BOLA1
E2F8	RP11-37N22.1
E2F8	SLC39A14
E2F8	NUCB1
E2F8	ARPP19
E2F8	ZFYVE19
E2F8	ERI1
E2F8	UGGT1
E2F8	RPS13
E2F8	RP11-242D8.2
E2F8	PA2G4
E2F8	EHMT2
EBF1	LINC00299
EBF1	LINC01300
EBF1	DRC7
EBF1	DGKQ
EBF1	C1orf132
EBF1	C8G
EBF1	RPL7P8
EBF1	STK35
EBF1	TLCD1
EBF1	RP11-83B20.3
EBF1	SKAP1
EBF1	LIPH
EBF1	AP001626.2
EBF1	RP1-151B14.6
EBF1	TMEM234
EBF1	TBC1D8
EBF1	A4GALT
EBF1	MRGPRF
EBF1	SNORD97
EBF1	DNAAF2
EBF1	FAM188B
EBF1	MIR6820
EBF1	MCPH1
EBF1	LA16c-380H5.4
EBF1	ZEB1
EBF1	RRAD
EBF1	MTA3
EBF1	CSNK1D
EBF1	RP5-1160K1.6
EBF1	RP11-667K14.14
EBF1	TRAPPC3
EBF1	AC002400.1
EBF1	PIK3R2
EBF1	PHLDB1
EBF1	BAALC-AS1
EBF1	ARHGEF11
EBF1	SP2
EBF1	RP11-867G23.13
EBF1	AL713999.1
EBF1	AC006483.5
EBF1	AC090505.6
EBF1	SNORD63
EBF1	STAG3L5P-PVRIG2P-PILRB
EBF1	UBQLN4P1
EBF1	ITPKB
EBF1	RP11-723D22.2
EBF1	ZNF700
EBF1	CCDC71
EBF1	SNHG17
EBF1	RP4-584D14.5
EBF1	NPHS1
EBF1	ITGA4
EBF1	AC005262.4
EBF1	RNU6-1238P
EBF1	KLHL21
EBF1	NUDCD3
EBF1	RP11-231D20.2
EBF1	ID2-AS1
EBF1	MIR4672
EBF1	RP3-453C12.8
EBF1	C1QL1
EBF1	RP11-6N17.6
EBF1	MIR6125
EBF1	COPB1
EBF1	CLCNKB
EBF1	TRAF2
EBF1	CTD-2189E23.2
EBF1	KLHL30-AS1
EBF1	GEMIN2P1
EBF1	RP11-2B6.2
EBF1	AP2A2
EBF1	NPEPL1
EBF1	USP3
EBF1	LLGL1
EBF1	JTB
EBF1	BCL7C
EBF1	CTD-2589M5.4
EBF1	RP11-474P2.6
EBF1	MIR5191
EBF1	ZDHHC4
EBF1	RP1-102K2.9
EBF1	USHBP1
EBF1	FAM195A
EBF1	SIX5
EED	RP11-276H7.3
EGLN2	RP11-213H15.1
EGLN2	GPSM2
EGLN2	SLC39A14
EGLN2	SMARCD3
EGLN2	ECE1
EGLN2	RP11-498C9.16
EGLN2	RP11-247A12.2
EGLN2	MBD3
EGLN2	GRAMD1B
EGLN2	MIR5787
EGR1	GPRC5C
EGR1	FASTK
EGR1	PRSS8
EGR1	LINC01089
EGR1	C1QTNF5
EGR1	MRAS
EGR1	RP11-705C15.4
EGR1	RP11-540O11.1
EGR1	PSMD6
EGR1	MED12L
EGR1	FABP5P5
EGR1	CTB-58E17.9
EGR1	MIR6822
EGR1	GAS6
EGR1	AC005514.2
EGR1	AC011247.3
EGR1	SH3D21
EGR1	AC034198.7
EGR1	MIR616
EGR1	C1orf50
EGR1	ITGA7
EGR1	RP5-1092A3.5
EGR1	RPL18
EGR1	NT5C
EGR1	RP11-254F7.1
EGR1	CCDC183-AS1
EGR1	PFN3
EGR1	CD63
EGR1	HIST1H4B
EGR1	INSR
EGR1	FTL
EGR1	RP11-477I4.4
EGR1	LSM4
EGR1	HSP90AA1
EGR1	DBNL
EGR1	HCG20
EGR1	BAIAP2
EGR1	PCGF2
EGR1	RN7SL174P
EGR1	ABHD14A
EGR1	XXcos-LUCA11.5
EGR1	AC092933.3
EGR1	GINS2
EGR1	MIR8083
EGR1	IPPK
EGR1	TOM1
EGR1	LMNB1
EGR1	CLCF1
EGR1	RP11-249L21.2
EGR2	EEF1A1
EHF	KCNK4
EHF	IER2
EHF	MIR6750
EHF	LGALS3
EHF	NFATC2IP
EHF	C1orf43
EHF	RPL39P5
EHF	SYNJ1
EHF	GAPDH
EHF	CACTIN
EHF	RP11-783K16.10
EHF	RFX3
EHF	LGI4
EHF	SFSWAP
EHF	TIMM8B
EHF	VCPIP1
EHF	ESRRA
EHF	C5orf34
EHMT2	Y_RNA
ELF1	ZNF611
ELF1	MIR6868
ELF1	RP11-2P2.1
ELF1	MOSPD3
ELF1	METTL12
ELF1	PSME1
ELF1	DDX23
ELF1	C17orf53
ELF1	EXOSC4
ELF1	SERINC2
ELF1	AL590708.2
ELF1	FCER2
ELF1	LYPLA2P1
ELF1	SNORD83B
ELF1	RP11-6N17.2
ELF1	RP11-902B17.1
ELF1	UBL3
ELF1	SCARNA13
ELF1	C1QTNF6
ELF1	VPS11
ELF1	DDX47
ELF1	NOL12
ELF1	TMEM138
ELF1	RNU1-2
ELF1	RP11-242D8.1
ELF1	AC023855.1
ELF1	RNU6-927P
ELF1	HNRNPM
ELF1	RDH5
ELF1	RP4-803A2.2
ELF1	SMARCC2
ELF1	RP11-229P13.23
ELF1	VASP
ELF1	C15orf52
ELF1	FUT2
ELF1	MEI1
ELF1	ISYNA1
ELF1	SNORA80E
ELF1	TRIM35
ELF1	CUTA
ELF2	RAB5C
ELF3	HNRNPR
ELF5	USP3
ELK1	RN7SKP213
ELK1	ZNF805
ELK1	PPM1F
ELK1	GHDC
ELK1	Y_RNA
ELK1	C9orf50
ELK3	SLC38A1
ELK3	FLJ33534
ELK3	NEDD8-MDP1
ELK3	RP11-297K8.2
ELK3	CCDC85B
ELK3	RAB1B
ELK3	APC2
ELK3	ZBTB3
ELK3	RP11-196G11.4
ELK3	AC006483.1
ELK3	mascRNA-menRNA
ELK3	DNAL4
ELK3	ZNF574
ELK3	TMUB1
ELK3	GNA11
ELK3	DBP
ELK3	DUSP7
ELK3	SMIM12
ELK3	YPEL4
ELK3	RP13-122B23.9
ELK3	PIGC
ELK3	RP11-306G20.1
ELK3	AC106782.20
ELK3	KIAA0907
ELK4	RP11-131L23.1
ELK4	HM13
ELK4	ABHD11
ELK4	PLXNB1
ELK4	ILF3
ELK4	GPR61
ELK4	SZT2
ELK4	NAA40
ELK4	MKLN1
ELK4	COPZ1
ELK4	C11orf68
ELL2	ATP5SL
ELL2	UBE2G1
EMX1	WASF2
EOMES	PDLIM1
EP300	RP11-12D16.2
EP300	PTTG1
EP300	RP11-358L22.3
EP300	NTMT1
EP300	LPCAT3
EP300	TMEM192
EP300	RP11-274J16.5
EP300	AP000436.4
EP300	CTC-548K16.5
EP300	SNORD78
EP300	WNT5B
EP300	RN7SL178P
EP300	SUMF1
EP300	NFKB2
EP300	MGEA5
EP300	MRPL9
EP300	DNAJB1P1
EP300	WDR31
EP300	RP13-152O15.5
EP300	RN7SL525P
EP300	RGS9BP
EP300	RP4-680D5.9
EP300	MIR4513
EP300	IFNAR2
EP300	AC008278.2
EP300	RP5-826L7.1
EP300	PSD4
EP300	SSH3
EP300	RP11-727A23.10
EP300	KIF14
EP300	SYNJ2BP
EP300	AC010642.1
EP300	TM2D3
EP300	AIRE
EP300	FCN3
EP300	PIDD1
EP300	CMTM2
EP300	PCBP4
EP300	RP11-602N24.3
EP300	RP11-128L5.1
EP300	RP1-310O13.7
EP300	CENPO
EP300	SNX4
EP300	TMEM116
EP300	AC116366.6
EP300	TRAF6
EP300	PLEKHJ1
EP300	RP11-280G9.1
EP300	PPM1H
EP300	RP11-564A8.4
EP300	RP11-69L16.4
EP300	B4GALT5
EP300	LINC00870
EP300	RP11-81A22.5
EP300	DMD
EP300	RPL3P1
EP300	RP11-334E6.10
EP300	ASRGL1
EP300	LYL1
EP300	MYOM3
EP300	NMT2
EP300	INPP5A
EP300	ZNF112
EP300	MNT
EP300	GATA3-AS1
EP300	CERS5
EP300	RNU6-1205P
EP300	MIR3158-2
EP300	DSCC1
EP300	CDKN2B-AS1
EP300	RP11-52M17.1
EP300	VPS26BP1
EP300	RP11-65J3.3
EP300	MAN1B1
EP300	RP11-613C6.2
EP300	ABCA9
EP300	AGRP
EP300	CTC-308K20.1
EP300	AC008427.2
EP300	SNORD1B
EP300	RP11-534L20.4
EP300	CDK5RAP3
EP300	NMT1
EP300	DECR1
EP300	RP11-536G4.1
EP300	RP1-166H1.2
EP300	RPL31P58
EP300	DCP2
EP300	ANKRD2
EP300	RP11-783K16.5
EP300	GPATCH1
EP300	NARFL
EP300	GSTO1
EP300	AF064858.8
EP300	ELF2
EP300	UNC119B
EP300	PRICKLE4
EP300	CDCP1
EP300	ZNF778
EP300	CKAP2
EP300	TGDS
EP300	RP11-196G18.24
EP300	RP11-793H13.10
EP300	MGAT4EP
EP300	ZNF860
EP300	RP11-820I16.4
EP300	LACC1
EP300	TMEM256-PLSCR3
EP300	RNU6-940P
EP300	INAFM2
EP300	NME3
EP300	SF3A1
EP300	CTD-2574D22.3
EP300	KPNA3
EP300	CTA-315H11.2
EP300	PDCD1LG2
EP300	RNU4-47P
EP300	RP11-312B8.1
EP300	RNU6-26P
EP300	USP45
EP300	S100A11
EP300	CTD-2184C24.2
EP300	LAMB1
EP300	CTD-2318B16.1
EP300	IKZF5
EP300	ATG10
EP300	TBCD
EP300	AC005355.3
EP300	TEX14
EP300	BSG
EP300	SLC6A6
EP300	DPM3
EP300	XX-FW83563B9.5
EP300	NET1
EP300	RP5-855F14.2
EP300	ELOVL6
EP300	RP11-770E5.3
EP300	MIR6807
EP300	SNHG15
EP300	CTD-2020K17.4
EP300	AC074389.7
EP300	PRRC2C
EP300	SAV1
EP300	SLC37A4
EP300	RP1-120G22.11
EP300	DRAP1
EP300	CAP1
EP300	RP1-247F3.1
EP300	TMEM145
EP300	RP11-83N9.6
EP300	UTP15
EP300	LY6G6F
EP300	RP11-755F10.3
EP300	RP11-9D8.1
EP300	RP11-16P20.3
EPAS1	CTC-492K19.7
EPAS1	EPS8L2
EPAS1	FANK1
ERF	ARHGEF1
ERG	LGALS8-AS1
ERG	PIAS3
ERG	HCLS1
ERG	RP11-889L3.4
ERG	RUSC1
ERG	GUCA2A
ERG	RP11-875O11.3
ERG	METAP1D
ERG	RP11-1072C15.6
ERG	MIR3159
ERG	RP13-890H12.2
ERG	TMPRSS3
ERG	RP11-215A21.2
ERG	MIR6869
ERG	CTD-2562G15.3
ERG	DCLRE1A
ERG	MFN2
ERG	BSG
ERG	BCL9L
ERG	CTC-503J8.4
ERG	TOMM20
ERG	RP11-286H14.1
ERG	RNU4-46P
ERG	TSEN54
ERG	CTB-60B18.10
ERG	ZNF473
ERG	STRN
ERG	CTB-30L5.1
ERG	TEX264
ERG	FAM96A
ERG	VPS26B
ERG	RP11-2I17.4
ERG	PLAC9
ERG	PER1
ERG	CD2BP2
ERG	AC000078.5
ERG	CELA3B
ERG	EFTUD1
ERG	DDX18
ERG	RMI2
ERG	RP11-867G23.2
ERG	RP3-406P24.4
ERG	CTC-336P14.1
ERG	PIGV
ERG	RP11-589C21.5
ERG	THAP4
ERG	MIR6793
ERG	KIAA1211L
ERG	FAM201A
ERG	RP11-820I16.3
ERG	RNU6-1311P
ERG	RRS1
ERG	RALA
ERG	STK25
ERG	RNU6-731P
ERG	NCAPD2
ERG	AP000436.4
ERG	PCOLCE2
ERG	ARMC7
ERG	SRSF8
ERG	MPDU1
ERG	CD9
ERG	PFKP
ERG	GUK1
ERG	DMAP1
ERG	UBOX5-AS1
ERG	ANO9
ERG	RAPGEF6
ERG	RNA5SP383
ERG	HSPBAP1
ERG	FPGS
ERG	CNGA4
ERG	AQP2
ERG	LGALS9
ERG	SNHG21
ERG	RP11-875O11.2
ERG	AC002064.7
ERG	WDR31
ERG	RP11-77G23.2
ERG	SSH1
ERG	HCFC1R1
ERG	ACBD7
ERG	GAS5-AS1
ERG	TSPYL1
ERG	HIST1H3A
ERG	C14orf169
ERG	CTD-2562J17.6
ERG	SESN3
ERG	RNA5SP351
ERG	SMOX
ERG	MIR8083
ERG	RP11-867G23.8
ERG	TP53BP1
ERG	RP11-603J24.6
ERG	MRPL33
ERG	RP11-1100L3.8
ERG	PLCB2-AS1
ERG	FXR1
ERG	CTB-12A17.3
ERG	AAMP
ERG	SRPK2
ERG	MIR6068
ERG	RP11-848P1.5
ERG	TTLL1
ERG	SAMD4A
ERG	PMS2P4
ERG	HLA-DMB
ERG	RP11-1277A3.3
ERG	SLC7A11-AS1
ERG	TMEM70
ERG	RP4-545L17.12
ERG	DDX39B
ERG	RNU5F-7P
ERG	UNG
ERG	C9orf156
ERG	CECR5-AS1
ERG	HIGD2A
ERG	NAT16
ERG	PSMG1
ERG	RPL5P34
ERG	KIF1C
ERG	RARA-AS1
ERG	PCSK5
ERG	PCID2
ERG	PSMD4
ERG	AC106706.1
ERG	CCDC57
ERG	PTPRM
ERG	MIRLET7D
ERG	LGMN
ERG	FAM166A
ERG	PHAX
ERG	AC069363.1
ERG	CMSS1
ERG	SHC3
ERMAP	SH3BP1
ESR1	HMGCS2
ESR1	RP4-569M23.2
ESR1	HEG1
ESR1	NHLRC4
ESR1	IL12A
ESR1	RP11-394I13.2
ESR1	ARRDC2
ESR1	UBE2D2
ESR1	RP4-536B24.4
ESR1	PAQR5
ESR1	ZNF213-AS1
ESR1	Y_RNA
ESR1	ZBTB7C
ESR1	RP11-762H8.3
ESR1	DGKD
ESR1	RCOR1
ESR1	E4F1
ESR1	AP001062.9
ESR1	TWF1
ESR1	ATP2A3
ESR1	APLF
ESR1	FIS1
ESR1	LGALS1
ESR1	FANCA
ESR1	PTPN18
ESR1	RP11-266L9.8
ESR1	TIPARP-AS1
ESR1	RP5-1142J19.1
ESR1	WFDC3
ESR1	RP5-1065J22.8
ESR1	RP11-616M22.9
ESR1	MICALL2
ESR1	C5orf56
ESR1	RP11-96D1.10
ESR1	AC005559.3
ESR1	C11orf24
ESR1	FUT8-AS1
ESR1	RP11-667F14.1
ESR1	TUBA1C
ESR1	FEM1B
ESR1	EEF1A1P25
ESR1	SYNGR1
ESR1	SIRT7
ESR1	DENND5B
ESR1	MSLN
ESR1	NR2F2-AS1
ESR2	PDLIM7
ESR2	LINC01460
ESR2	ZNRF3-AS1
ESR2	PTPRH
ESR2	SLCO2A1
ESR2	CEBPA
ESR2	RAB40C
ESRRA	MIR135A1
ESRRA	PALM3
ESRRA	TOMM40
ESRRA	BCL3
ETS1	STC2
ETS1	AC073283.7
ETS1	IGBP1
ETS1	KIAA2018
ETS1	PSMD5-AS1
ETS1	CTC-250I14.3
ETS1	CNNM2
ETS1	RNF157
ETS1	SNORD4B
ETS1	ATP6V1D
ETS1	MSRB1
ETS1	MAP7D2
ETS1	TRABD2A
ETS1	PLXNB2
ETS1	TUBG1
ETS1	CYSTM1
ETS1	BBS12
ETS1	RPP30
ETS1	LINC00686
ETS1	ELF3
ETS1	SPC25
ETS1	KRTCAP2
ETS1	IL4I1
ETS1	GRB2
ETS1	RNU7-129P
ETS1	RP11-285E9.6
ETS1	ISCU
ETS1	RP11-81A22.4
ETS1	RP11-152P23.2
ETS1	RP11-18H7.1
ETS1	RP11-1348G14.8
ETS1	RP11-412D9.4
ETS1	OSGEP
ETS1	RP11-188D8.1
ETS1	MTG2
ETS1	UPRT
ETS1	RP11-146F11.1
ETS1	DNAJC8
ETS1	ARL4C
ETS1	RP11-466C23.5
ETS1	RP11-265N6.3
ETS1	ZNF268
ETS1	RP11-510M2.2
ETS1	COPS4
ETS1	snoU83B
ETS1	RP5-1186P10.2
ETS1	AC104306.1
ETS1	REXO4
ETS1	CYBA
ETS1	TCTE3
ETS1	C2orf42
ETS1	RP11-498C9.15
ETS1	IQUB
ETS1	PRH1
ETS1	UBA6
ETS1	LSM12
ETS1	AGBL5
ETS1	RP11-476B13.2
ETS1	RP11-173M1.3
ETS1	SLC52A1
ETS1	TXNDC5
ETS1	RP11-195C7.1
ETS1	TMEM200B
ETS1	EEF1A1
ETS1	ZAR1L
ETS1	STAG1
ETS1	RIOK3
ETS1	PPRC1
ETS1	FUT6
ETS1	THUMPD1
ETS1	TMBIM6
ETS1	AL022341.3
ETS1	CTB-60E11.9
ETS1	PBX3
ETS1	AE000662.92
ETS1	FAM111A
ETS1	AC114730.8
ETS1	RP11-172F4.2
ETS1	EML4
ETS1	CCT6P3
ETS1	CMAS
ETS1	RNU6-1262P
ETS1	HM13-IT1
ETS1	MIR4285
ETS1	COMT
ETS1	RP11-373D23.2
ETS1	DDX58
ETS1	ZCCHC17
ETS1	RP11-413M3.4
ETS1	TOP3A
ETS1	RP11-6L6.7
ETS1	RP5-1028K7.2
ETS1	CCDC24
ETS1	AL353602.1
ETS1	NELFB
ETS1	ZNF740
ETS1	EHD4
ETS1	AC051649.12
ETS1	RAPGEF3
ETS1	MIR320E
ETS1	CTC-428G20.6
ETS1	KIAA0141
ETS1	RPAP3
ETS1	POMT2
ETS1	AC114271.2
ETS1	HM13-AS1
ETS1	BAALC
ETS1	EHD3
ETS1	PITPNB
ETS1	TMEM151B
ETS1	UBALD2
ETS1	IFIT3
ETS1	SGSM1
ETS1	ABHD14A-ACY1
ETS1	AC007787.3
ETS1	CTB-189B5.3
ETS1	TERF2IP
ETS1	INAFM1
ETS1	TMEM139
ETS1	OTUD3
ETS1	RP11-284F21.10
ETS1	BPHL
ETS1	MFAP3L
ETS1	PLXNB3
ETS1	LMAN1L
ETS1	SELO
ETS1	MIR6865
ETS1	RP11-109P14.8
ETS1	FYTTD1
ETS1	DHRS13
ETS1	NMRK1
ETS1	RP11-342M3.5
ETS1	ATP6V0E2-AS1
ETS1	SMPDL3A
ETS1	PYCR1
ETS1	LRP4-AS1
ETS1	TMEM91
ETS1	RP4-569M23.5
ETS2	RP11-5G9.5
ETS2	ZBTB7B
ETS2	FAM118A
ETS2	AL136419.6
ETS2	CTD-2521M24.4
ETS2	MIR4443
ETS2	CBX5
ETS2	COPS7B
ETS2	RP11-6N17.9
ETS2	HIST1H2APS3
ETS2	RP11-110I1.11
ETS2	APOF
ETS2	LARP1
ETS2	ZSWIM5
ETS2	ESYT2
ETS2	ZFP36L2
ETS2	MGRN1
ETS2	AP000769.7
ETS2	C17orf59
ETS2	BTAF1
ETS2	NIPAL3
ETS2	TLE6
ETS2	XXbac-B476C20.9
ETS2	SP1
ETS2	CTB-171A8.1
ETS2	HIST1H2AL
ETV1	ODC1
ETV1	MIR642A
ETV1	ARAP3
ETV1	TMEM65
ETV1	FOXJ3
ETV1	SNHG19
ETV1	TSC22D3
ETV1	C5orf55
ETV1	ATP2A2
ETV1	PXDN
ETV1	ILF2
ETV1	TRIB2
ETV1	BRI3BP
ETV1	MIR6719
ETV1	ADAD2
ETV1	AC108676.1
ETV1	GCHFR
ETV1	ZNF888
ETV1	BCAR3
ETV1	LPCAT1
ETV1	ANGPTL4
ETV1	CTB-58E17.1
ETV1	IER5
ETV1	CDC42EP4
ETV1	PNPO
ETV1	IFITM2
ETV1	SNORA74
ETV1	CTB-139P11.2
ETV4	RP11-699L21.1
ETV5	CYTH1
ETV6	MT-TL2
ETV7	MMEL1
ETV7	GSK3A
ETV7	PEF1
EZH1	EIF1AD
EZH1	APITD1
EZH1	CLTC
EZH1	CCDC9
EZH1	RP11-727F15.12
EZH1	FAM206A
EZH1	RP11-7O11.3
EZH1	GABARAPL2
EZH1	ZSWIM7
EZH1	RP11-219B4.5
EZH1	RAB1B
EZH1	LYPLA1
EZH1	SMPD1
EZH1	BIRC2
EZH1	CCT6A
EZH1	GPR157
EZH1	RNF224
EZH1	CCDC71L
EZH1	CCNL2
EZH1	RP11-239E10.2
EZH1	GACAT2
EZH1	PRICKLE4
EZH1	CLK1
EZH1	ZCCHC12
EZH1	STRADB
EZH1	C10orf88
EZH1	AC097662.2
EZH1	DHX9P1
EZH1	C1orf50
EZH2	LIN9
EZH2	MBD1
EZH2	HMHA1
EZH2	CHKB-CPT1B
EZH2	WSCD1
EZH2	RTN1
EZH2	PIK3CA
EZH2	AGAP2
FANCD2	C1orf86
FLI1	OBFC1
FLI1	RP11-108K14.8
FLI1	RHEBP3
FLI1	GNA14
FLI1	PLEKHA5
FLI1	YIF1A
FLI1	RP1-118J21.5
FLI1	RP11-692E14.1
FLI1	RBM4
FLI1	RP11-407G23.5
FLI1	RP3-522D1.1
FLI1	KIAA1715
FLI1	ETNPPL
FLI1	SLC16A1
FLI1	ETV6
FLI1	HVCN1
FLI1	SMCR8
FLI1	LINC00415
FLI1	SUGT1
FLI1	ZNF646
FLI1	AC022007.5
FLI1	FGFR1OP2
FLI1	SNORA45B
FLI1	KCNS3
FLI1	C1orf233
FLI1	FGF9
FLI1	AC005498.3
FLI1	UBOX5-AS1
FLI1	CTD-3099C6.11
FLI1	NDUFB3
FLI1	TPM4
FLI1	AC002064.7
FLI1	MTBP
FLI1	RUFY1
FLI1	MECP2
FLI1	ACAD10
FLI1	AC007349.4
FLI1	RP11-650K20.3
FLI1	CDCA2
FLI1	PMS2
FLI1	RP11-444C12.1
FLI1	PABPN1
FLI1	RP11-81K2.1
FLI1	DDX11-AS1
FLI1	TRIM55
FLI1	SMC6
FLI1	AC139530.1
FLI1	SOCS7
FLI1	ATP6V0E1P3
FLI1	LCA5L
FLI1	SNORD112
FLI1	RFC2
FLI1	RRN3P2
FLI1	ZBTB7B
FLI1	SLC38A2
FLI1	RP11-533O20.2
FLI1	KB-1507C5.3
FLI1	TIPRL
FLI1	RARRES1
FLI1	NUAK2
FLI1	MEIS1-AS3
FLI1	UBAP1
FLI1	RP11-357G3.2
FLI1	AQP2
FLI1	ABHD10
FLI1	MIR378A
FLI1	RSBN1L
FLI1	MIR3621
FLI1	SUOX
FLI1	RP11-626G11.3
FLI1	RP11-686G8.2
FLI1	SETP5
FLI1	ATP6V1B1-AS1
FLI1	RP11-361L15.5
FLI1	PRR14
FLI1	RANGAP1
FLI1	RP11-401P9.1
FLI1	RP11-196G11.2
FLI1	MAP3K11
FLI1	TMSB4XP4
FLI1	CCDC117
FLI1	ARID4A
FLI1	ZNF846
FLI1	RNU6-131P
FLI1	CTD-2319I12.2
FLI1	CD2BP2
FLI1	RAB13
FLI1	OSTC
FLI1	PORCN
FLI1	RP5-919F19.5
FLI1	ZNF33B
FLI1	WDR5
FLI1	ZNF48
FLI1	TAPBPL
FLI1	ENO3
FLI1	AMOT
FLI1	UBE2W
FLI1	FXR1
FLI1	RP11-620J15.3
FLI1	NBPF1
FLI1	EIF4A3
FLI1	IRX5
FLI1	RBL2
FLI1	COQ10A
FLI1	AC008278.2
FLI1	U91328.21
FLI1	DDX60
FLI1	TMA7
FLI1	LINC00899
FLI1	SLC25A5
FLI1	DDX55
FLI1	FBXO21
FLI1	PTX3
FLI1	RP11-209D14.2
FLI1	EFEMP2
FLI1	TMX1
FLI1	TMEM39B
FLI1	LRRC29
FLI1	SOD1
FLI1	CHFR
FLI1	CSNK1G1
FLI1	PGRMC1
FLI1	SLC37A2
FLI1	LEMD1
FLI1	SLC25A41
FLI1	BHLHE41
FLI1	RN7SKP94
FLI1	KB-1410C5.5
FLI1	TRIO
FLI1	WBP1
FLI1	MAST4
FLI1	RP11-667K14.3
FLI1	TLCD1
FLI1	AC005262.2
FLI1	C11orf91
FLI1	LNX2
FLI1	ITGB4
FLI1	TMEM44
FLI1	TMEM243
FLI1	RNF115
FLI1	ANKRD36
FLI1	NEGR1
FLI1	SNHG9
FLI1	TMEM170B
FLI1	RP11-404P21.5
FLI1	CTA-360L10.1
FLI1	RN7SL338P
FLI1	RP11-15E18.1
FLI1	RP13-20L14.9
FLI1	LZTS3;
FLI1	LIFR
FLI1	DYNC1H1
FLI1	COPG2
FLI1	PPP2R5D
FLI1	CHST10
FLI1	CTD-2373H9.5
FLI1	SH3RF3-AS1
FLI1	NEXN
FLI1	CTD-3222D19.8
FOS	BANF2
FOS	NOP2
FOS	STX12
FOS	PCYT2
FOS	LDHA
FOS	CCDC159
FOS	CTD-2541M15.1
FOS	PLK5
FOS	MIEF2
FOS	CYB5RL
FOS	RAB11FIP5
FOS	LRP1
FOS	ARHGEF39
FOS	FAHD1
FOS	GPX4
FOS	PPP2R5C
FOS	CCNA2
FOS	PYROXD2
FOS	LRRC8A
FOS	AC092159.2
FOS	RP11-247A12.7
FOS	IL17RE
FOS	AL353602.1
FOS	LINC00964
FOS	RP11-589M4.3
FOS	RP11-253M7.3
FOS	FZD2
FOS	YPEL4
FOS	RP11-16F15.4
FOS	RP11-688G15.3
FOS	RP11-243J16.7
FOS	RP11-650K20.3
FOS	MIR6769B
FOS	CDCP1
FOS	RP11-54A4.2
FOS	RP11-81H14.2
FOS	RNU6-277P
FOS	PXN-AS1
FOS	NUDT19
FOS	NDUFC1
FOS	MED26
FOS	RPLP2
FOS	CTD-2026K11.6
FOS	MTMR11
FOS	RFX2
FOS	MGARP
FOS	SEPT4
FOS	RP11-817O13.1
FOS	DDX31
FOS	RP11-998D10.4
FOS	RDH13
FOS	C1orf21
FOS	LINC00883
FOSL1	LINC00885
FOSL1	RP11-148B3.2
FOSL1	GATS
FOSL1	RP11-523H20.3
FOSL1	RP11-428F8.2
FOSL1	MBIP
FOSL1	LAMC2
FOSL1	GLRX3
FOSL1	MIR4284
FOSL1	DDX39BP2
FOSL1	RP11-753H16.3
FOSL1	GP1BA
FOSL1	AC004231.2
FOSL1	AC008622.1
FOSL1	LINC00174
FOSL1	PARVB
FOSL1	GPD2
FOSL1	HMOX2
FOSL1	ST7L
FOSL1	DOT1L
FOSL1	GPR157
FOSL1	RP11-881M11.1
FOSL1	KDM4B
FOSL1	LINC00112
FOSL1	RPL41P5
FOSL1	VMP1
FOSL1	OXLD1
FOSL1	RP11-474N24.6
FOSL1	ANKRD11
FOSL1	LINC01094
FOSL1	STK40
FOSL1	RP11-51B23.3
FOSL1	OSBPL7
FOSL1	RNU6-606P
FOSL1	B4GALT1
FOSL1	RP3-508I15.14
FOSL1	KB-1247B1.1
FOSL1	RNU6-993P
FOSL1	DNTTIP2
FOSL1	RP11-28B23.1
FOSL1	HDAC7
FOSL1	SMARCC1
FOSL1	CTC-529P8.1
FOSL1	TMSB10
FOSL1	PDE6H
FOSL2	C3orf52
FOSL2	KB-1460A1.5
FOSL2	PPP1R14D
FOSL2	SOX6
FOSL2	IBTK
FOSL2	MIR6802
FOSL2	SAPCD1
FOSL2	RAI1
FOSL2	PPP1R37
FOSL2	TM4SF1-AS1
FOSL2	PPRC1
FOSL2	RP11-278J6.5
FOSL2	ELP5
FOSL2	RP11-145A3.2
FOSL2	RP5-1119A7.11
FOSL2	RNASEH2A
FOSL2	SDSL
FOSL2	DCLRE1B
FOSL2	FLJ40194
FOSL2	LNX2
FOSL2	RP11-455P21.3
FOSL2	GPAA1
FOSL2	WDR59
FOSL2	AP006547.3
FOSL2	MIR4715
FOSL2	EFTUD1
FOSL2	TNFRSF12A
FOSL2	CREB5
FOSL2	HOOK2
FOSL2	TTC3
FOSL2	AC073370.1
FOSL2	ARHGEF37
FOXA1	RP11-831F12.3
FOXA1	PEBP4
FOXA1	RAP1GDS1
FOXA1	AHR
FOXA1	FIBCD1
FOXA1	RP11-148B18.4
FOXA1	RP11-712P20.2
FOXA1	SLC26A2
FOXA1	FAM120A
FOXA1	ANKRD27
FOXA1	JAGN1
FOXA1	TNFRSF10C
FOXA1	MIR4515
FOXA1	RP11-89K10.1
FOXA1	RNU6-592P
FOXA1	URI1
FOXA1	RPS15AP6
